SeniorCitizen,tenure,MonthlyCharges,TotalCharges,revenue_per_month,num_services,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_Yes,TechSupport_No,TechSupport_Yes,StreamingTV_No,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_0-1yr,tenure_group_1-2yr,tenure_group_2-4yr,tenure_group_4-5yr,tenure_group_5+yr,tenure_group_nan
-0.02669581,-0.38356316,-0.7774887,0.12809901,0.32285428,-0.09278509,-0.011570488,-0.15270562,-0.13216406,0.08189045,0.0312684,-0.06658734,-0.050555073,-0.011966721,0.02824609,-0.122746505,-0.030018836,-0.27064297,-0.19850667,0.08047218,-0.00078055117,-0.064965844,-0.049629074,0.050757524,-0.05526334,0.043415055,0.009560225,-0.15101288,-0.023882855,-0.20208846,-0.03209243,-1.268532,0.030377071,0.07300608,0.121904954,-0.20592228,0.15174578,0.015355535,-0.24084051,0.030584324,-0.099476784,0.00046561484,0.0080152545,0.10317966,0.00757521,0.0
-0.024817873,0.32666525,-0.048192352,-0.066277355,0.03750082,-0.050866157,0.030061172,-0.08186129,0.08299972,-0.09583855,0.056262054,-0.05736368,-0.034587227,-0.0053210324,0.09724288,0.08385656,-0.01617627,0.3720101,0.04103836,0.097255796,-0.002531491,0.08038367,-0.03695952,0.060007285,-0.05860753,0.025669904,-0.0023469392,-0.053205904,-0.022090422,-0.09942741,-0.0047056824,0.62620914,0.0038599535,0.080266185,0.017876618,0.07584919,-0.05041563,-0.053254258,0.16304469,0.017415458,0.088509575,0.018462293,-0.02713364,0.001483652,0.005298622,0.0
0.014313984,-1.5362121,0.18097769,-0.6687498,-0.40262273,0.04209783,-0.18609516,-0.14703524,-0.14019352,0.09365091,-0.04202334,-0.076591246,-0.055661097,-0.009991815,0.0224072,0.10157318,0.015525651,0.22539079,0.014283038,0.1581634,0.026120791,-0.10522636,0.050832734,-0.14677703,0.13183877,0.057950925,-0.010899937,0.12378936,0.049400367,0.07853356,0.01024669,-1.532715,-0.23247176,0.029329678,-0.021675201,0.06433344,-0.008534024,-0.038461447,0.27518028,0.035318907,-0.06605452,0.010490127,-0.010600127,0.009816415,0.018204449,0.0
-0.036719117,-0.3551368,-0.7691829,0.1620824,0.072367266,-0.06280793,0.11189069,-0.04886976,0.06384252,-0.10091229,0.040356662,-0.06175228,-0.049647704,-0.006967895,-0.13100994,-0.17043065,-0.05582613,-0.31932008,-0.2584989,0.051048346,-0.012012315,0.005613203,-0.047319144,0.0501056,-0.045765452,-0.031702887,-0.02341135,-0.0828216,-0.013439198,-0.09337372,-0.024887199,-1.4782959,-0.08716183,-0.7693013,0.0062074354,-0.30617508,-0.054438658,-0.16134384,-0.18570603,0.009279895,-0.10158036,0.031238452,0.14751324,-0.027650293,-0.005132734,0.0
-0.019780144,-0.47316185,-1.013978,-0.058837105,-0.15245895,-0.08511094,0.0783726,-0.07399046,0.049163386,-0.11478111,0.04003995,-0.0718848,-0.05033443,-0.0069175554,-0.026402721,-0.16348739,-0.04282705,-0.3292091,-0.27070493,0.07307684,0.006577654,0.0035693822,-0.05027438,0.02483118,-0.05523865,-0.011519293,-0.0072000003,-0.120427616,-0.020306526,-0.13045898,-0.019093456,-1.4394273,-0.16009256,-0.7970125,-0.08301212,0.08398558,-0.022434704,-0.010469262,-0.2525847,0.0013955524,-0.03926718,0.019593056,-0.05727668,-0.058886763,-0.0010736558,0.0
-0.017181046,-0.5455977,-0.71024346,0.112887636,-0.15203328,-0.17509858,0.010595039,-0.10304665,-0.14406271,0.089571126,-0.3710146,0.053213846,-0.06523593,-0.01742985,-0.07114874,0.037524987,-0.04678467,-0.6295436,-0.6203654,0.046874534,0.0028305722,0.067887485,-0.040733464,4.312722e-05,-0.09251379,-0.005848484,-0.013494439,-0.070518315,-0.014261045,-0.0674255,0.0024025077,0.38856944,-0.011787743,0.06434904,-0.0011826013,0.083111174,-0.025323518,-0.04818768,0.018495943,-0.021658013,-0.10451027,-0.02677878,-0.15766305,0.0057025193,0.0009974577,0.0
-0.028794944,-0.3756653,-0.92880845,0.03510088,-0.11188554,-0.09877348,-0.08463317,-0.1384616,-0.16446497,0.07703952,-0.23863229,0.15129146,-0.027759276,-0.004085615,0.035405435,-0.1569379,-0.033920348,-0.28542945,-0.19531696,0.07964122,-0.009027267,0.032639615,-0.041764334,0.027961679,-0.06401594,0.017952666,0.011544293,-0.10416535,-0.012693175,-0.12881249,-0.016006377,-1.2832394,-0.09448845,-0.67752695,-0.10993296,0.029325616,0.14518577,0.018099815,-0.23844466,0.0018581089,-0.0789579,-0.006416632,0.0002671791,0.19977657,-0.0054439832,0.0
-0.06957569,-0.54933876,0.0055973274,-0.18604144,-0.07367792,0.0411483,0.02839249,-0.11021753,-0.12703343,0.11687073,-0.38586104,0.071845524,-0.026388006,-0.006208003,0.039970133,0.102679975,0.011033444,0.3443548,0.016467582,-0.57973814,0.07327896,-0.21091922,0.011374078,0.030890321,-0.096464284,0.064185396,-0.004043623,0.07417968,0.01385809,0.07994566,0.008161537,0.3174572,-0.107057795,0.0645847,-0.023728035,0.052251752,-0.02845969,-0.101610854,-0.3244777,-0.0290788,-0.14725594,0.0105488375,0.02991309,0.009911317,-0.0091791805,0.0
0.10646449,-0.26870874,-0.09784416,-0.252987,-0.21679753,-0.050043203,0.10774326,-0.059970167,-0.0908386,0.08772599,-0.45303544,0.06681897,-0.0208473,-0.0055089626,0.025680963,0.11271528,-0.019973395,0.41747555,0.02553363,0.050986644,-0.016726995,0.03622576,-0.0507633,-0.24418832,0.042838164,0.02682966,-0.008170588,-0.06715871,-0.019205038,-0.120925225,-0.001719221,0.5644321,0.013541528,0.083123006,-0.054028608,0.040561423,-0.047559775,-0.25209486,-0.4070598,-0.014967719,0.12232436,0.013152718,-0.003004836,0.0029125002,0.004828128,0.0
-0.0064787073,-0.3662376,0.19862978,0.014498964,-0.08983487,-0.06880735,-0.13855751,-0.115126945,-0.1592157,0.09123353,-0.5696541,0.01358006,-0.01646442,-0.0053506335,0.026350409,0.063116886,0.016905297,0.30218196,0.014767645,-0.035629105,-0.016269745,-0.26462856,0.015616515,-0.13355292,0.1932016,0.053245846,-0.0019052664,0.14397833,0.03297397,0.083253495,0.010975281,-1.0593804,-0.11057519,0.062228326,-0.026697852,0.041120373,-0.080146864,-0.004630936,0.09066534,0.013626266,-0.05687263,0.0072131725,-0.016115598,-0.21528658,-0.026123855,0.0
-0.030052764,-0.17013358,-0.34169933,-0.43001628,-0.24950294,-0.13218288,-0.17281574,-0.17294686,0.09384657,-0.11642948,0.065858096,-0.054864123,-0.058435626,-0.0070970077,0.05186883,-0.16964312,0.057794973,-0.43003723,0.020097382,-0.4404167,0.079389066,0.033259045,-0.04279615,0.026526084,-0.059682015,-0.039841842,-0.028960017,-0.18644267,-0.015142808,-0.09671047,-0.013418957,-1.2900342,-0.10732304,0.06774432,0.027022522,0.09244419,-0.012144346,-0.08823903,0.12605576,-0.0029255736,-0.065590374,0.0068892553,-0.105202794,0.002651583,0.0011581972,0.0
-0.03669431,-0.4614904,-0.71289957,-0.32302755,-0.5892531,-0.11979928,-0.36204228,0.045629892,-0.17412145,0.04618177,-0.26564044,0.06157023,-0.052237265,-0.00907818,-0.034656733,-0.16228688,-0.060714528,-0.28062725,-0.23069814,0.04898074,-0.017687742,-0.0329343,-0.052962232,0.05104389,-0.045029674,-0.0034461077,-0.0069105537,-0.15333584,-0.014937271,-0.23799115,-0.038311355,-1.2118678,-0.11353895,0.07991567,-0.038534448,-0.2712563,-0.07717107,-0.379825,-0.25640437,0.00962283,-0.17960961,0.006501351,-0.15563643,-0.05117262,-0.004968662,0.0
-0.0110851005,0.6687381,-0.024522588,-0.32875726,0.32255837,-0.08857827,-0.11277979,0.103464276,0.081062436,-0.11267812,0.06517193,-0.063284315,-0.05208421,-0.023600837,-0.170316,-0.005195837,-0.0034101682,-0.50419664,0.052281532,0.031726234,-0.0044178087,-0.5531051,-0.004640986,0.028433872,-0.062106308,0.037680045,0.007450664,-0.04825736,-0.0225588,-0.0087503195,0.0047498494,0.5416482,-0.02042223,0.09199379,-0.23376407,-0.2799443,-0.025430758,-0.050510947,-0.10566472,-0.09264297,0.12385329,0.025287844,-0.008415909,-0.01234309,0.007875787,0.0
-0.03574376,-0.11564854,-0.2737831,-0.04840941,-0.22717129,-0.13595903,0.029760519,-0.10195259,-0.21179423,0.08080404,-0.21275043,0.088814765,-0.03860326,-0.0068012704,-0.0007476256,-0.10612656,0.10246054,-0.39546338,0.043889385,0.07465352,-0.01251617,0.076425046,-0.038934983,-0.006491958,-0.058635484,0.012317481,-0.017527062,-0.056872576,-0.013384722,-0.071894825,-0.008054936,0.5292877,-0.020933697,0.0984891,0.01285189,-0.2174323,-0.096729144,-0.040133566,-0.41320297,-0.096486725,0.2974457,0.016638892,-0.0020941899,0.0032660463,0.0015965374,0.0
-0.023504198,0.76230353,0.27155507,-0.22911425,0.2601988,0.01637691,-0.22123307,0.07161187,0.13990776,-0.114453174,0.059697207,-0.055470392,-0.044727746,-0.011005716,0.029524501,-0.13311154,0.09649065,-0.22368096,0.0482837,-0.5315011,0.06768648,0.06287761,-0.054586448,0.055858064,-0.06725158,-0.40716743,-0.0970361,-0.07750439,-0.012867979,-0.011733839,0.0066223526,0.525135,-0.021131605,0.088531114,0.12182603,0.0890541,-0.019259058,-0.035005108,0.2125223,-0.036102474,0.088144034,0.018797018,0.008029522,0.0045519155,0.0025413185,0.0
-0.021602346,0.3152521,-0.17649594,0.015948672,-0.36026677,-0.10288766,0.049973965,-0.10105506,-0.16653588,0.09978447,-0.08472705,0.16322865,-0.02412101,-0.0045399624,0.049297586,0.043089103,0.0863974,-0.45517635,0.038410485,0.08262153,-0.0054576057,0.10929245,-0.029574752,0.032612,-0.06265484,-0.008451268,-0.019470913,-0.035386022,-0.012236144,-0.1009651,0.0053511104,0.53261566,-0.022760738,0.09313066,0.061035983,-0.19353521,-0.046730574,-0.051902253,-0.32038027,-0.11243487,0.26618806,0.018966652,-0.017840413,0.002487028,-3.4668483e-07,0.0
-0.043030664,0.50340426,-0.0037721994,-0.073114395,-0.08198533,0.0008228988,0.11410259,-0.060907364,-0.2003647,0.040166777,0.03849258,-0.059654128,-0.028927749,-0.0044804476,0.14589378,0.111927435,-0.019256258,0.42677334,0.037299413,0.07343484,-0.0068901163,0.06508391,-0.03382824,0.08922519,-0.07422498,0.028003978,-0.005121945,-0.033072624,-0.020318469,-0.11710813,-0.007712682,0.61654955,-0.011796141,0.08903085,-0.026236858,0.06424874,-0.07528331,-0.0024878273,-0.33372232,0.014802783,0.16777012,0.03262162,-0.034898035,0.0012095894,0.0025599762,0.0
-0.061039213,-0.35345253,-0.57643706,-0.17535387,-0.31749168,-0.13886939,0.08621715,-0.078871414,-0.106945336,0.05160557,-0.15930402,0.103761055,-0.036949538,-0.008042419,0.0143567,-0.1253387,-0.053677224,-0.33202612,-0.1903917,0.07980689,-0.00050600566,-0.03938559,-0.04541032,0.011700887,-0.06067986,-0.031422507,-0.014574083,-0.12636025,-0.0075830184,-0.10924246,-0.024197659,-1.3765372,-0.094752565,-0.7841688,-0.05392448,-0.28791782,-0.07551918,0.032363385,-0.1972862,-0.07054884,-0.16319095,0.024645299,-0.067855895,-0.064244024,-0.0053877886,0.0
-0.05112851,-0.48907977,-0.18075354,-0.30852684,-0.122717045,0.18843816,0.012777508,-0.15090863,-0.101193994,0.09733804,-0.20610608,0.15417698,-0.02067978,-0.0071548293,-0.020239856,0.11430869,-0.011189492,-0.29461697,0.012575333,-0.39143962,0.12307981,-0.16586262,0.025680058,-0.20577043,0.12994145,-0.004337269,-0.021094108,-0.04148155,0.014032481,-0.35806662,-0.028311867,-1.041004,-0.047777746,0.078908734,-0.082769394,0.059007034,-0.0002579292,-0.11581655,-0.28342053,0.04643509,-0.09904291,0.012637019,-0.007274891,0.01761764,-0.02247817,0.0
-0.09245538,-0.3520185,0.0012835781,-0.45050517,-0.38918343,0.08809852,-0.39342338,0.061716255,0.019059982,-0.13021992,0.03313937,-0.078500286,-0.015029935,-0.005132337,0.015480057,0.090995535,-0.012674464,0.3335923,0.009863705,-0.54281235,0.07570497,-0.16961506,0.002786749,-0.15040366,0.10903442,-0.33087394,-0.019954808,-0.27696174,-0.061002705,-0.12156037,-0.0154777225,0.35272244,-0.017659087,0.065100014,0.024297383,0.09852892,-0.027605595,-0.02729168,-0.47973248,-0.22543372,-0.2664361,0.031389628,0.00822855,0.00847747,-0.005250334,0.0
-0.022788418,0.41917485,-0.097208835,-0.2332966,0.011073388,-0.021511821,-0.28143156,0.08446465,0.10075245,-0.11585409,0.06637979,-0.046584897,-0.036888894,-0.0069585484,0.004380978,-0.13990957,0.13560614,-0.30427882,0.06223089,0.011781219,-0.012010561,0.039129112,-0.050902177,0.05832959,-0.053337988,-0.39899197,-0.020052139,-0.05014589,-0.018922284,-0.037150122,-0.0026032357,0.517261,-0.038158484,0.09915115,-0.02468717,0.05702465,-0.037318926,-0.1918873,-0.36389503,-0.010674921,0.17108764,0.0008777897,0.003059904,0.011842721,0.0013058083,0.0
-0.036118846,-0.1304868,-0.19463173,0.06101502,-0.1843295,-0.111664765,0.032114252,-0.10294017,0.039819933,-0.15459205,0.016513202,-0.08854383,-0.027984643,-0.0008306984,-0.046563067,-0.21701664,-0.0038330106,0.27676612,0.029099626,0.05870343,-0.018447796,0.088764325,-0.03842256,0.07659745,-0.059205074,0.03930677,-0.0018916414,-0.113684304,-0.011551949,-0.05534502,0.0054598935,0.5585967,-0.004876607,0.08000839,0.013996637,0.05958937,-0.018866848,-0.019200735,0.26928595,0.0047161086,-0.066938005,-0.011961151,0.004932808,0.0017003855,0.0039219875,0.0
-0.030723717,1.0512283,-0.0145738935,-0.37708932,0.14096218,-0.033679195,-0.1454739,0.09454784,0.082919285,-0.094857745,0.05617184,-0.06198343,-0.044943966,-0.011838366,0.048767615,-0.115024865,0.10482294,-0.39360383,0.061254505,0.08671316,-0.005954332,0.0723726,-0.042941224,0.023033163,-0.06161192,0.08306629,0.019798936,-0.07230648,-0.018050946,-0.067375116,-0.008780537,0.5890336,-0.009896094,0.10267106,0.019787973,0.062137127,-0.025700085,-0.021406114,-0.40207964,-0.014477294,0.27153757,0.020760633,-0.01736704,-0.01803771,0.0030925288,0.0
-0.035785574,-0.1891998,0.06548268,-0.20189077,-0.20347565,0.100522,-0.065501064,0.10408665,0.014837515,0.15863992,0.03671576,-0.068238884,-0.02346836,-0.0050616716,0.09095117,0.10948295,0.002536181,0.2188037,0.015694533,-0.6968588,0.09652504,0.08826611,-0.036603,-0.15414435,0.09561729,0.08103952,0.009108931,-0.24265923,-0.053295184,0.0021958225,0.010188194,0.41357753,-0.014218994,0.06083377,-0.10828791,-0.24327524,-0.043401234,-0.017458634,0.17620476,0.06433448,-0.05724562,0.032523774,0.009283876,0.16553248,-0.0016011836,0.0
0.025127528,-0.4468404,0.5271769,-0.08259322,-0.013762476,0.053257268,-0.06418883,0.111944675,0.032679643,-0.14204642,-0.0019050391,-0.08215188,-0.016275495,-0.0032174438,0.011177623,0.104231395,-0.012572519,0.22539851,0.012091915,-0.5394818,0.054593824,-0.16094139,0.041867357,-0.14693898,0.07452912,0.0015562578,-0.0025173505,-0.4109235,-0.07504377,0.11315409,0.0076449644,-0.9629437,-0.0876989,-0.50330687,-0.02962309,0.061126597,-0.020954847,-0.049575407,-0.23842579,0.052169263,-0.07870268,0.040767178,-0.026537063,-0.030947711,0.02739693,0.0
-0.030680923,0.111366846,-0.053451844,0.13961065,-0.0430244,-0.13162273,0.142337,-0.053169858,0.13441892,-0.08481875,0.065011606,-0.062347975,-0.046586815,-0.01429919,-0.019360205,-0.14384021,-0.010139423,-0.50590354,0.036677014,0.028141882,-0.0204633,0.09097863,-0.055199333,0.069337554,-0.06627432,-0.22678015,-0.008697739,0.036263917,0.021228097,0.042431254,-0.0013214236,0.42375913,-0.050810687,0.101073064,-0.04721919,0.0531803,-0.022750456,-0.09565676,-0.3981379,-0.04421748,0.13216408,7.148505e-05,0.008619917,0.021928929,0.00018943829,0.0
0.139133,-0.3647143,0.18136749,0.1667279,-0.14107504,-0.02263488,-0.16723225,0.07221645,-0.14589253,0.083651416,0.061083518,-0.058482397,-0.024843786,-0.00727413,0.0600088,0.13202664,0.0014655519,0.37857607,0.025693074,0.077241294,-0.008542796,0.087462194,-0.03993556,0.07627912,-0.066712014,0.057360813,0.0072225193,-0.10128638,-0.02454411,0.06895043,0.01973103,0.48095253,-0.02801688,0.08342313,0.022422371,0.08878088,-0.02188013,-0.019951943,0.21230784,0.0059527424,-0.048617784,0.049045514,-0.009275118,-0.014723769,0.0067928554,0.0
-0.112814434,-1.3726691,-0.5217111,-0.32236716,-0.304766,-0.33031926,-0.26632392,0.06436682,-0.12629966,0.13317539,-0.20564754,-0.005640769,0.08351147,0.039990917,-0.026978252,-0.19474137,0.04572916,-0.31287256,0.012790729,-0.45517164,0.099721804,-0.17763577,0.0014419686,-0.16367818,0.069133095,-0.20511596,-0.0483357,0.05155749,0.020028219,0.029857207,0.008540743,-1.1358138,-0.29277647,-0.7383603,-0.12074493,0.03048609,-0.04686241,-0.16867267,-0.316516,0.052522566,-0.04003791,0.00011301541,-0.03891325,-0.016328637,-0.010415532,0.0
-0.07319283,-0.85446227,-0.3724227,-0.5162876,-0.17662379,0.04297726,0.07039966,-0.115361646,0.11652834,-0.07519596,0.019914411,-0.0623075,-0.02034695,-0.006799693,0.032375846,-0.1600173,0.058185536,-0.39651644,0.0126311695,-0.37222296,0.09752229,0.089751124,-0.03644124,0.08706851,-0.0658376,-0.12766191,-0.045963664,-0.14672779,-0.039172012,0.009734127,0.017997101,-1.078263,-0.19788992,-0.6308017,-0.059562795,0.06974714,-0.006206715,-0.09444192,-0.24487484,-0.41463828,-0.07038213,0.04740981,-0.07532146,0.0047946232,-0.016215725,0.0
